Gene name,Average UMI per cell (homeostatic microglia),Fold-change (DAM to homeostatic microglia),-log10(DAM) p-value (Mann-Whitney),DAM FDR p-value
Zfp467,0.212059,-1.252502,1.532107,1.084444
Ddx49,0.086765,-2.465718,1.532054,1.084696
Cnot2,0.265294,-0.968213,1.531932,1.084878
Sft2d2,0.465882,-0.92703,1.531832,1.085082
Crat,0.068824,1.09088,1.531794,1.085349
Acin1,0.193529,-0.822623,1.531582,1.08544
Hipk1,0.125294,0.296925,1.531245,1.085407
Cpne3,0.191176,0.057522,1.531079,1.085544
Arrdc1,0.078824,-2.024674,1.530414,1.085182
Icosl,0.110294,-1.309394,1.529094,1.084165
Krcc1,0.299706,-0.889513,1.527858,1.083232
Hexim1,0.108235,-1.35175,1.527114,1.08279
Col4a3bp,0.093824,-0.034239,1.52512,1.081099
Tceb3,0.327059,-0.987771,1.523019,1.0793
Mms19,0.114118,-0.510563,1.522712,1.079294
Rnf214,0.091471,-1.667449,1.521211,1.078095
Lrp5,0.076176,-1.035099,1.520896,1.078082
Eif4ebp1,0.032353,1.485231,1.520822,1.078309
Usp4,0.160294,-1.224727,1.519511,1.0773
Actr10,0.148824,-1.063569,1.51649,1.074579
Prkca,0.096471,-0.925677,1.516313,1.074703
Gm15459,0.55,0.157896,1.516184,1.074874
Mepce,0.135588,-1.005434,1.515772,1.074763
Leprotl1,0.149118,0.408363,1.514661,1.073951
Atp11c,0.030294,1.588405,1.513417,1.073007
Cspp1,0.030588,-5.868478,1.512748,1.072638
Gltscr2,0.166471,0.653088,1.512146,1.072336
Zfp358,0.034706,-4.465718,1.511546,1.072035
Nrbp1,0.163824,-1.212756,1.510232,1.07102
Golgb1,0.11,-1.585649,1.509374,1.070461
Crlf3,0.203824,-1.22971,1.509046,1.070431
Larp7,0.070882,-2.437071,1.509032,1.070716
Zfp263,0.095882,-1.709411,1.508536,1.070518
Mrpl37,0.026176,-3.643771,1.506739,1.069018
Adcy7,0.211471,-1.257006,1.505332,1.067909
Smad7,0.329706,-1.478429,1.50309,1.065965
Tmem159,0.053235,0.626737,1.502564,1.065736
Rhoc,0.026765,1.335395,1.50116,1.064629
Wtap,0.157941,-0.844499,1.500725,1.064491
Med21,0.067647,-1.7656,1.499411,1.063474
Mtx3,0.038824,-3.212432,1.498347,1.062706
Riok2,0.066176,-2.123838,1.496787,1.061443
Tmem101,0.052059,0.612284,1.495481,1.060433
Bscl2,0.175588,0.2214,1.494271,1.059519
Asb7,0.041176,0.872604,1.492806,1.05835
Rnf139,0.185294,-1.317499,1.491963,1.057802
Mettl10,0.057353,-2.527441,1.491169,1.057304
Ampd3,0.032059,-2.128867,1.489976,1.056406
Zw10,0.046176,-3.003227,1.488782,1.055506
Abca2,0.043824,1.080399,1.488777,1.055796
Tmbim4,0.208824,0.56974,1.487064,1.054378
Pid1,0.090882,-1.064461,1.4866,1.054208
Macf1,0.801471,-0.518032,1.484954,1.052856
Mir671,0.030294,0.745374,1.483736,1.051933
Fcrl1,0.022059,NaN,1.482043,1.050533
Asb1,0.016176,NaN,1.482042,1.050825
D030028A08Rik,0.028529,NaN,1.482041,1.051118
Rras,0.027353,1.676508,1.481125,1.050495
Dad1,0.247647,0.429435,1.480239,1.049903
Gaa,0.166176,0.424565,1.479984,1.04994
Npl,0.13,-1.868478,1.478247,1.048495
Tmem52,0.105588,-0.90099,1.477867,1.048408
Ikbip,0.048824,0.46815,1.477069,1.047902
Arhgap12,0.198529,-1.263001,1.476522,1.047647
Ap1s2,0.132059,-1.024413,1.475383,1.046799
Yy1,0.140588,-0.229701,1.474804,1.046512
Asl,0.037059,0.973623,1.474177,1.046176
Csnk1g2,0.078529,0.76562,1.473396,1.045686
Mfng,0.268824,-0.839181,1.472173,1.044754
Camk1,0.434706,-0.512593,1.470788,1.04366
Snx1,0.112059,0.534439,1.47078,1.043943
Rtp4,0.047059,1.109947,1.467906,1.041359
Ctdsp2,0.190294,-0.737475,1.467125,1.040869
Aig1,0.066471,1.201608,1.466252,1.040286
Kpna6,0.082353,-1.011919,1.464393,1.038716
Crls1,0.051471,-2.226932,1.460738,1.035351
Mospd2,0.035588,0.681283,1.459482,1.034385
Cs,0.121176,0.216924,1.45869,1.033882
Rpap3,0.067647,-2.6916,1.458059,1.03354
Pecr,0.060882,-1.43526,1.456897,1.032666
Rhoh,0.196471,-1.012583,1.453184,1.029242
Snf8,0.081765,0.1139,1.453041,1.029387
Tex261,0.208235,0.353041,1.450155,1.02679
Ylpm1,0.125294,-2.348159,1.449825,1.026748
AU040320,0.112647,-1.52042,1.448759,1.02597
Immt,0.082059,0.779303,1.446793,1.024291
Ing2,0.043235,-1.560355,1.446674,1.02446
Dnase2a,0.300294,0.359757,1.444554,1.022628
Csnk1d,0.274706,-1.063773,1.444209,1.02257
Fam102b,0.982353,-0.688795,1.441674,1.020322
Gmip,0.258235,-1.571076,1.440425,1.019359
Itgb1,0.870588,-0.4658,1.438621,1.017842
Ccrl2,0.035294,0.597497,1.438006,1.017514
Gm10397,0.449412,-0.695618,1.437631,1.017425
Vps16,0.032059,0.663691,1.437165,1.017245
Tmem176a,0.680294,0.351641,1.436048,1.016413
Ttll3,0.583529,-0.489239,1.435644,1.016295
Rlf,0.088529,-1.172839,1.434571,1.015508
Card6,0.126176,-0.958675,1.43423,1.015452
Eif3h,0.259412,0.384949,1.433106,1.014613
Fcgrt,0.178235,-0.669745,1.433084,1.014876
Rnasel,0.071176,-1.62747,1.433059,1.015136
1300018I17Rik,0.079412,-1.36221,1.43305,1.015411
Slc25a3,0.428824,0.526758,1.431752,1.014397
Srsf5,0.252941,-0.706777,1.431417,1.014347
Abcf1,0.149118,0.353915,1.431407,1.01462
Atp6v0d1,0.219118,0.412399,1.430865,1.014362
Wdr12,0.032059,1.172302,1.429635,1.013415
Btg1,0.25,-0.675355,1.428737,1.012801
Mtmr3,0.126471,-1.272375,1.42775,1.012097
Eif4g2,0.714118,-0.647062,1.42589,1.010521
Kpnb1,0.399706,-0.858691,1.424537,1.00945
Etnk1,0.263824,-1.011218,1.423809,1.009005
Tmem123,0.147353,0.677077,1.422423,1.007901
Notch1,0.100294,-2.122234,1.4221,1.007861
Tlr7,0.528529,-0.270329,1.421728,1.007771
Scp2,0.122353,0.561975,1.420912,1.007236
Fermt3,0.361176,-0.819108,1.420691,1.007297
Yipf4,0.161471,-1.059247,1.419405,1.006293
Stard8,0.136471,-1.231603,1.418773,1.005942
Rcbtb2,0.249706,0.257159,1.417917,1.005367
Snd1,0.108235,0.314025,1.417768,1.005499
Daam1,0.040882,0.297984,1.415839,1.003851
Cops6,0.079412,0.720931,1.413784,1.002077
Gfpt1,0.140882,-1.213939,1.413765,1.002339
Adam10,0.662059,-0.412605,1.412919,1.001773
Rnf181,0.072647,-0.94648,1.412601,1.001735
Aff1,0.150882,-1.470413,1.408953,0.998367
Zfp692,0.000588,4.738853,1.405603,0.995297
Cask,0.117059,-0.909845,1.405432,0.995405
Acadsb,0.061765,0.818156,1.405054,0.995306
Sap30bp,0.039118,0.46318,1.404874,0.995405
Eprs,0.142059,0.60957,1.403934,0.994745
Rnf167,0.137647,-1.00498,1.403154,0.994243
Birc5,0.002941,3.795436,1.40189,0.993258
Fxyd6,0.002647,3.890856,1.40189,0.993537
Ewsr1,0.157353,-0.909505,1.401454,0.993379
Dpm3,0.141471,0.207471,1.401427,0.99363
Ube2d2,0.175,0.05816,1.400946,0.993427
Tbc1d17,0.101176,-1.290522,1.399716,0.992475
Tsta3,0.018529,1.725047,1.399508,0.992544
Heatr5a,0.157353,-1.288918,1.399286,0.9926
4632427E13Rik,0.002059,3.805967,1.398183,0.991774
Selk,0.349118,0.250035,1.396983,0.990851
Klf13,0.218824,-1.160302,1.396594,0.990739
Ccdc88a,0.056471,1.850626,1.395739,0.99016
Ralgps2,0.146176,-2.102772,1.39548,0.990179
Snx14,0.095294,-0.984326,1.395185,0.99016
Itgb1bp1,0.035,1.303467,1.395149,0.990399
2900073G15Rik,0.242647,0.278138,1.394699,0.990226
Gramd3,0.015294,0.52384,1.394481,0.990284
Degs1,0.160882,0.37681,1.393499,0.989577
Ptprm,0.031176,1.293866,1.393082,0.989435
Lonrf1,0.050588,-0.384849,1.392974,0.989603
Zkscan3,0.165588,-1.186088,1.392499,0.989403
Tnfaip3,0.041765,1.396461,1.391037,0.988216
Fhod1,0.047647,-2.25996,1.387993,0.985447
Pacsin2,0.326471,-0.745223,1.387187,0.984915
Tax1bp1,0.400588,-0.998348,1.385156,0.983159
Usp30,0.058824,1.118843,1.383845,0.982122
Sh3bp1,0.181765,-0.817449,1.383675,0.982226
AC115697.1,0.444118,-0.601666,1.382779,0.981604
Ttc28,0.428529,-0.685301,1.379124,0.978222
Xiap,0.247059,-0.697408,1.378716,0.978088
Polr2g,0.073235,0.78485,1.378334,0.97798
Mzt2,0.124412,-1.307589,1.377797,0.977716
Atf7,0.041176,0.573044,1.377341,0.977533
Rab1,0.441471,-0.905965,1.376161,0.976626
Pitrm1,0.023529,0.719487,1.374841,0.975578
Fmnl1,0.288824,-0.907945,1.372319,0.973329
Paqr7,0.162059,-1.441056,1.371825,0.973107
Stau2,0.030588,0.701378,1.371185,0.972739
Xbp1,0.41,-0.635773,1.370311,0.972138
Mtf1,0.092353,-2.292734,1.369882,0.97198
Ctsc,0.964118,0.223483,1.369774,0.972144
Vcp,0.179118,-0.656785,1.369334,0.971976
Nuak1,0.371765,-0.868192,1.367318,0.970231
Peli1,0.261176,-0.838332,1.366246,0.96943
Zfp398,0.043824,-4.802244,1.365362,0.968817
Asap1,0.132353,0.912999,1.364551,0.968277
Diexf,0.042941,-4.035934,1.362987,0.966984
Rbl1,0.032059,-2.936222,1.362683,0.96695
Ccdc132,0.029118,1.257888,1.361868,0.966406
Ccar1,0.100294,0.511091,1.361494,0.966302
Ssb,0.377647,-0.963086,1.361201,0.966279
Ifi30,0.445882,-0.493301,1.361101,0.966449
Pgrmc1,0.106765,0.21688,1.360973,0.966591
1810035L17Rik,0.105294,0.272959,1.360803,0.96669
Tmem147,0.093824,0.79532,1.360771,0.966928
Pitpna,0.175588,0.529238,1.359996,0.966421
Tmcc1,0.049412,-1.653465,1.358973,0.965668
0610037P05Rik,0.042059,1.536277,1.358881,0.965844
Ftsj2,0.045882,-3.45344,1.358231,0.965463
Slc7a7,0.315,-0.965994,1.356426,0.963927
Arhgap22,0.160588,-1.216401,1.356177,0.963946
2410003K15Rik,0.031471,0.790935,1.355973,0.96401
Atmin,0.255588,-1.13035,1.355642,0.963947
Kif13a,0.064706,-2.70147,1.353414,0.961987
Cnp,0.118824,-0.676502,1.351957,0.960798
Hist3h2a,0.109412,-2.063341,1.351817,0.960925
Chd2,0.158235,-0.525255,1.351671,0.961046
Nfatc2,0.102941,-1.333847,1.351244,0.960886
P4ha1,0.447353,-0.997375,1.350698,0.960607
Arhgap39,0.199118,-0.452109,1.35043,0.960607
P2ry6,0.577353,-0.5238,1.349959,0.960402
Dnajc28,0.074706,-1.764405,1.34965,0.96036
Usp48,0.187647,-1.172568,1.348645,0.95962
Garnl3,0.071176,-1.305541,1.348071,0.959313
Nptn,0.649118,0.478979,1.348045,0.959553
Pfkfb3,0.122941,0.259029,1.346915,0.958689
Adam15,0.428529,-0.293119,1.345651,0.957691
Jarid2,0.059412,-0.636425,1.345451,0.957756
BC037034,0.223824,-1.169935,1.344462,0.957033
Fam26f,0.063529,-3.016035,1.343264,0.956099
Swi5,0.103235,0.041971,1.3427,0.955801
Rpl7l1,0.133824,-1.397848,1.34219,0.955556
C1rl,0.061471,-3.415965,1.342066,0.955697
2700089E24Rik,0.166471,-0.861485,1.340446,0.954341
Ovca2,0.060882,-3.539597,1.340018,0.954178
Tex10,0.037353,-2.57176,1.33797,0.952394
B630005N14Rik,0.101176,-0.761413,1.337781,0.952469
Ube2d3,0.265588,0.308001,1.337353,0.952305
Tns3,0.205882,0.460236,1.337305,0.95252
Tmed5,0.572353,-0.501877,1.336778,0.952257
Hnmt,0.133529,-1.336375,1.336256,0.951999
Obfc1,0.022059,NaN,1.334567,0.950573
Smcr7,0.017059,NaN,1.334565,0.950834
BC002230,0.028235,NaN,1.334564,0.951096
Gpatch4,0.041471,NaN,1.334564,0.951359
Hrh2,0.019118,NaN,1.334564,0.951621
Mudeng,0.018824,NaN,1.334564,0.951884
Ndufaf2,0.028529,NaN,1.334564,0.952146
Mll5,0.448529,-1.031825,1.332925,0.950769
Plekhm3,0.056765,0.294788,1.332877,0.950984
Casp8,0.291471,-1.256593,1.332285,0.950654
Gm7658,0.062353,0.233325,1.332014,0.950644
Pion,0.015882,0.691784,1.331613,0.950505
4930444A02Rik,0.040588,-1.753,1.331323,0.950476
Smpd2,0.056176,-2.938112,1.33081,0.950224
Sp110,0.094118,0.17537,1.330693,0.950368
Pno1,0.055294,0.396314,1.327124,0.94706
D8Ertd82e,0.15,-0.982482,1.327096,0.947293
G3bp2,0.311765,-0.678728,1.324638,0.945095
N4bp2l1,0.087941,-1.6916,1.321916,0.942634
Tnrc6c,0.063529,-1.496661,1.32157,0.942548
Cpeb2,0.106765,0.305416,1.321445,0.942684
Ndufs4,0.164706,-0.112446,1.31878,0.940279
Ehbp1l1,0.109412,-1.824554,1.318189,0.939947
Prkcb,0.214706,0.303203,1.317698,0.939716
Gm10250,0.101176,0.342335,1.317099,0.939377
Eif4g1,0.159118,-0.547083,1.316673,0.93921
Cdca8,0.003529,3.656391,1.314703,0.937499
Ugcg,0.110294,-0.764588,1.314603,0.937658
Tia1,0.094412,-1.939879,1.31356,0.936874
Rnaset2b,1.002941,0.179885,1.313379,0.936951
Cd151,0.151765,0.486071,1.312642,0.936474
Adck5,0.011471,1.655084,1.31257,0.93666
Ctnnd1,0.154412,-0.891329,1.311864,0.936212
Braf,0.078529,-1.980806,1.310497,0.935103
Mertk,1.12,-0.261147,1.309866,0.93473
Gm4070,0.023235,0.228621,1.309512,0.934633
Pycrl,0.004118,3.346535,1.307104,0.932484
Ak3,0.098824,-2.472892,1.306699,0.932336
Laptm5,6.785588,-0.129962,1.305305,0.931199
Nudt16l1,0.154412,-0.918809,1.30234,0.928491
Adck2,0.07,-1.975393,1.301837,0.928246
Urm1,0.022647,0.714923,1.301646,0.928311
Ankrd16,0.007647,2.340976,1.301568,0.92849
Tfpi,0.075294,0.898051,1.301491,0.92867
Egln1,0.071176,0.654566,1.300227,0.927662
Stau1,0.115588,0.748852,1.299245,0.926936
Foxo3,0.197647,-1.653465,1.296623,0.924571
Pla2g12a,0.019706,0.895156,1.295872,0.924076
Tmem140,0.111765,-0.81903,1.29386,0.92232
BC003266,0.026765,1.024607,1.293826,0.922541
Serp1,0.224706,0.401738,1.293766,0.922737
Rbm5,0.208529,-0.817501,1.293672,0.922898
Msra,0.020882,0.589106,1.292828,0.92231
Arpc1a,0.108235,0.589171,1.291837,0.921574
Tmem33,0.322647,-0.959047,1.290715,0.920707
Chic1,0.015588,0.191504,1.29046,0.920706
Gm14680,0.006176,0.899076,1.29046,0.920961
Eif4a3,0.152353,-0.145927,1.290404,0.92116
Pde4b,0.085588,-1.680488,1.288505,0.919515
Senp1,0.013235,1.489856,1.287079,0.918343
Pxk,0.075,-1.547681,1.285395,0.916913
Grsf1,0.135882,-0.106898,1.285377,0.917149
Zfp866,0.08,-1.500613,1.284598,0.916624
Ncbp1,0.068529,-1.054944,1.284597,0.916876
Plcb2,0.056176,0.84699,1.283829,0.916362
Ttc4,0.065882,-0.436234,1.283668,0.916454
Fcho2,0.226765,-1.093289,1.281758,0.914798
Mmgt1,0.045294,1.065021,1.279573,0.912865
Senp5,0.023235,0.435072,1.278195,0.91174
BC030336,0.066471,-1.778763,1.27758,0.911378
Ano6,0.1,-1.168038,1.276989,0.91104
Ctsf,0.27,-1.248837,1.27678,0.911083
0610030E20Rik,0.099412,-0.868478,1.275878,0.910433
Socs4,0.120588,-1.59959,1.275623,0.91043
Pygl,0.007941,2.325002,1.274544,0.909603
Adck1,0.005,1.873782,1.274256,0.909567
Scarf2,0.010294,0.790142,1.274254,0.909817
Tbc1d5,0.19,-1.003582,1.274113,0.909927
Ssfa2,0.159706,-0.958226,1.273935,0.910001
Slc38a1,0.167647,0.671497,1.273064,0.909381
Ubxn4,0.254706,-0.201747,1.27216,0.908728
Elk3,0.278235,0.201294,1.271836,0.908655
2900064A13Rik,0.261471,0.357851,1.270176,0.907246
Arf5,0.151765,0.6911,1.269397,0.906717
Stk4,0.262353,-1.062047,1.2693,0.906871
Nhp2,0.030882,1.236658,1.268783,0.906605
Prune2,0.041471,1.371891,1.268408,0.90648
Trp53inp2,0.021471,0.342577,1.267926,0.906248
Trim47,0.085,-0.003114,1.266114,0.904686
Adamts1,0.02,1.551854,1.264931,0.903752
Mxi1,0.101471,0.40151,1.264325,0.903397
Cebpb,0.336471,-0.559725,1.26143,0.90075
Pold4,0.091471,0.511193,1.260872,0.900442
Tmem167b,0.050588,-2.00934,1.260737,0.900556
Rbm47,0.103235,-1.248326,1.25887,0.898938
Vps26a,0.118824,0.348676,1.256651,0.896968
Ipcef1,0.023529,1.017829,1.256594,0.89716
Coro1b,0.372941,-1.058524,1.256551,0.897366
Pigo,0.012059,0.933842,1.256127,0.89719
Vrk1,0.085294,-1.856094,1.255956,0.897268
Tbc1d9,0.201765,-1.138892,1.25522,0.89678
Zfp84,0.063824,-1.759664,1.254875,0.896683
Rps6ka3,0.065882,-0.998113,1.250976,0.893032
Cryl1,0.193824,-1.008611,1.249876,0.89218
Haus1,0.020294,-0.147279,1.249452,0.892003
Havcr2,0.549412,0.193502,1.249099,0.891898
Snx19,0.099706,-0.146915,1.247279,0.890326
Zbtb44,0.039118,0.268533,1.245589,0.888883
Gprasp1,0.100294,-1.314879,1.244414,0.887955
Bcl9l,0.069706,-1.59735,1.243141,0.886929
Ubqln2,0.082059,0.77393,1.243061,0.887096
Hmox2,0.237353,-0.917572,1.243006,0.887287
Diablo,0.070588,-0.615497,1.242964,0.887492
Kctd21,0.058235,-1.475466,1.241597,0.886371
Ocel1,0.060882,-3.6916,1.241011,0.886032
Pdgfa,0.07,-0.39043,1.240768,0.886034
Mea1,0.037647,0.981709,1.240155,0.885668
Zfp187,0.169118,-1.452813,1.24004,0.885799
Atf2,0.120588,-1.940627,1.23782,0.883824
Lmo2,0.405882,0.377358,1.23304,0.87929
Dhx30,0.099118,-1.920786,1.232919,0.879414
Clta,0.700588,0.278452,1.232311,0.879051
Psmb2,0.066765,0.195238,1.231604,0.87859
Trim26,0.139118,-0.94521,1.231308,0.878538
Wdr41,0.044118,0.580423,1.231086,0.878561
Srsf7,0.183529,-0.945645,1.230875,0.878595
Tmc6,0.099706,0.063445,1.23027,0.878235
Acbd3,0.139706,-1.387396,1.22869,0.876899
Arhgap18,0.048529,-2.949398,1.228316,0.87677
Zmynd11,0.193235,-1.027942,1.227912,0.876609
Stard7,0.107059,-1.526085,1.227819,0.876761
9430038I01Rik,0,NaN,1.226838,0.876024
A930033H14Rik,0,NaN,1.226838,0.876267
Apoc1,0,NaN,1.226838,0.876511
Armcx6,0,NaN,1.226838,0.876754
Fabp7,0,NaN,1.226838,0.876998
Hoga1,0,NaN,1.226838,0.877241
Il12rb2,0,NaN,1.226838,0.877484
Map4k1,0,NaN,1.226838,0.877727
Rad21,0.202647,-0.931062,1.22654,0.877672
Rqcd1,0.035,-4.477893,1.225774,0.877149
Trim35,0.128824,-1.00031,1.224949,0.876567
Tlr4,0.100294,-0.813481,1.224515,0.876375
Tusc2,0.03,1.349361,1.224368,0.87647
Sfpi1,0.405588,-0.300528,1.223106,0.87545
Setd2,0.229118,-0.860628,1.222762,0.875348
Exoc3,0.112059,-1.456283,1.222523,0.875352
Zfp963,0.025294,-3.272375,1.222243,0.875313
Itfg3,0.031176,1.658631,1.222081,0.875393
1110003E01Rik,0.111471,0.640948,1.221963,0.875516
Mkln1,0.138824,-1.108166,1.221764,0.875558
E330016A19Rik,0.125294,-1.302835,1.220872,0.874908
AW112010,0.032941,0.51646,1.219983,0.87426
Inpp5e,0.042353,-4.016035,1.219889,0.874407
Fam176a,0.045588,-2.356699,1.218389,0.873148
Ppan,0.019412,1.529035,1.217879,0.872878
Afap1l1,0.074412,-0.961207,1.217667,0.872906
5730455O13Rik,0.020294,-2.954634,1.217541,0.873022
Eif1b,0.177059,-1.116255,1.215806,0.871527
Rufy1,0.033529,1.158943,1.215792,0.871752
Fiz1,0.065294,-2.503022,1.215213,0.871413
2700050L05Rik,0.050882,-1.695776,1.214786,0.871227
Dctn5,0.207941,-0.650611,1.213177,0.869857
Acvr2b,0.028824,-2.46082,1.212845,0.869764
Tubgcp2,0.043529,-1.290028,1.212093,0.869252
Scyl3,0.080294,-2.012868,1.211668,0.869066
Ubash3b,0.429118,-0.508877,1.211184,0.868822
Far1,0.128824,-1.228579,1.210848,0.868725
Elp4,0.026765,-2.353904,1.210501,0.868617
Fip1l1,0.117647,-0.789526,1.210352,0.868706
Slc30a1,0.045882,1.240047,1.208717,0.86731
Kcnip3,0.030882,-2.297321,1.208162,0.866993
Arhgef6,0.199706,-0.761524,1.207354,0.866424
Nek9,0.129706,-1.630745,1.206419,0.865727
Paip2,0.254118,-0.45532,1.206274,0.86582
Mark2,0.066765,-1.471024,1.205042,0.864827
2510039O18Rik,0.178824,-0.823508,1.204707,0.864729
Cript,0.083529,0.221374,1.20378,0.86404
Ptplad2,0.103235,0.164537,1.202681,0.863179
Elp2,0.065882,-0.785568,1.200345,0.861081
Fam199x,0.041471,-2.722627,1.199855,0.860828
Eno3,0.045,-1.840463,1.199544,0.860754
Sorl1,0.081765,0.43412,1.198899,0.860346
Acads,0.044412,-2.406443,1.19885,0.860534
Pias1,0.233529,-1.59158,1.198717,0.860639
4930420K17Rik,0.092647,0.598843,1.197414,0.859572
Zfp281,0.145,-1.605687,1.195699,0.858094
Apex1,0.092353,0.230828,1.19447,0.857101
Slc50a1,0.170588,-0.880341,1.194165,0.857033
Usf1,0.043235,-1.723854,1.193844,0.856948
Atp5a1,0.442353,0.257513,1.189308,0.852648
Abhd13,0.098529,-1.327236,1.18871,0.852286
Arnt,0.037941,0.359894,1.18829,0.852101
Ywhab,0.759412,-0.530768,1.187849,0.851896
Slc35a3,0.104118,-1.368857,1.187662,0.851944
Mark3,0.146765,-1.142249,1.187634,0.852153
Ccdc61,0.012059,NaN,1.184885,0.849639
Pde7a,0.012647,NaN,1.184885,0.849874
Actr5,0.013824,NaN,1.184884,0.850108
Trdmt1,0.031471,NaN,1.184884,0.850343
Gps2,0.079412,0.516698,1.184702,0.850396
Faf2,0.081765,0.912693,1.184041,0.849969
Kitl,0.031176,1.126409,1.183696,0.849859
Dnajc1,0.130588,0.146071,1.183183,0.849581
Polr3k,0.025,1.353309,1.181216,0.847848
Fam86,0.050588,0.428065,1.18112,0.847985
Tcf7l2,0.090294,-2.144731,1.180711,0.847811
Glt8d1,0.101176,-0.893863,1.180286,0.84762
Ube2r2,0.17,0.690459,1.179067,0.846635
Sat1,0.326471,0.197418,1.178919,0.84672
Psmd11,0.120882,-1.327471,1.178567,0.846602
Rsbn1,0.141765,-1.047504,1.176888,0.845156
Baz1a,0.114118,-0.802166,1.176523,0.845025
Sgpl1,0.398235,0.21522,1.175401,0.844136
Tuba1b,0.644706,-0.534751,1.174915,0.843882
Scap,0.124412,-1.034571,1.174775,0.843976
Sra1,0.085588,0.583725,1.17474,0.844173
Ryk,0.054706,-1.280932,1.174511,0.844177
Psmd13,0.085,-0.331736,1.174248,0.844147
Bub3,0.133824,-1.489966,1.174168,0.844299
Naa35,0.138529,0.166698,1.173346,0.84371
Map3k5,0.109118,-0.637224,1.173141,0.843736
Pla2g4a,0.145,-1.218664,1.170083,0.840911
Gpatch2,0.037059,-0.935864,1.169957,0.841016
Gm10039,0.102647,0.418302,1.169805,0.841096
Agtrap,0.058235,0.718305,1.16702,0.838543
Zfx,0.155,-1.070146,1.166673,0.838428
Eps15,0.099118,0.615266,1.166539,0.838526
C130022K22Rik,0.067353,-1.64969,1.166146,0.838363
Spast,0.081471,-1.237386,1.165593,0.838042
Mrpl41,0.029118,1.035496,1.164821,0.837501
Rab8a,0.101471,0.182869,1.160982,0.833892
Rcor1,0.053235,1.202481,1.159892,0.833034
Fyn,0.047059,0.565316,1.15942,0.832792
Nrm,0.113529,-1.351104,1.1588,0.832403
Zfp646,0.075882,-2.049982,1.15834,0.832173
Tlr13,0.275882,-0.666443,1.15827,0.832333
Vps37a,0.120882,-0.806638,1.158029,0.832323
Zfp292,0.236471,-1.351484,1.157497,0.832021
Dhx38,0.081176,-1.047744,1.157053,0.831807
Zfp952,0.076765,-2.874016,1.154886,0.82987
Pdcd6,0.090882,0.626588,1.15467,0.829884
Mak16,0.070588,-2.168038,1.152604,0.828047
Smarce1,0.096471,-1.277662,1.151477,0.827149
Aamp,0.183235,-0.911967,1.151456,0.827357
Pon2,0.185588,0.507746,1.151164,0.827296
Ly86,3.221176,0.2402,1.149475,0.825835
Foxk1,0.055588,-0.444878,1.148908,0.825497
Zfp518a,0.089412,-1.715526,1.148721,0.825539
Rspry1,0.133529,-1.099769,1.148467,0.825514
Bcap31,0.285588,0.394464,1.145642,0.822917
Narfl,0.043235,0.926911,1.145441,0.822945
Mier2,0.008235,2.819023,1.144402,0.822135
Msl2,0.157941,-1.259536,1.143716,0.821677
Sdhaf2,0.045,0.034006,1.142644,0.820833
1810058I24Rik,0.08,0.519286,1.14188,0.820297
Bfar,0.173529,-1.050681,1.141307,0.819952
Med6,0.063235,-1.828768,1.140454,0.819327
Cdc26,0.040294,-0.458715,1.139733,0.818834
Prosc,0.070882,-2.222946,1.137766,0.817094
Ikzf5,0.066471,-2.287777,1.137765,0.81732
Sema4c,0.051471,-2.095687,1.136953,0.816736
Dhx36,0.070588,-1.074928,1.13404,0.81405
Polr2e,0.162059,-0.002483,1.133922,0.814159
Parp14,0.143529,-1.087548,1.133671,0.814134
Nub1,0.118824,-1.241287,1.130848,0.811539
2410091C18Rik,0.089706,-0.587813,1.130783,0.8117
Atxn7l1,0.055294,-2.078771,1.130463,0.811607
Aldh16a1,0.038235,0.809594,1.130014,0.811384
Hps1,0.055588,-1.600997,1.128033,0.80963
Slc35c2,0.236471,-0.9862,1.127578,0.809401
Lap3,0.197647,0.428329,1.125003,0.807052
Tmem87b,0.104706,-1.321843,1.124903,0.807178
Arhgef2,0.265588,-0.777167,1.124745,0.807246
Dnaja2,0.205588,-1.133371,1.122258,0.804985
Acss1,0.106765,-1.482039,1.12184,0.804793
Fam120a,0.113529,0.305594,1.121398,0.804576
Atp11b,0.072941,-1.874307,1.120561,0.803964
Fzr1,0.076471,-1.409046,1.120559,0.804188
Cebpz,0.284412,-0.621886,1.119003,0.802857
Lmbrd1,0.204706,0.449715,1.118897,0.802976
Mafb,1.752647,-0.194672,1.118625,0.80293
Lrch1,0.146471,-1.105672,1.116795,0.801324
Retsat,0.049118,0.638082,1.113501,0.798255
Gmppa,0.035588,0.235027,1.109858,0.794837
Rab18,0.137647,0.151422,1.108644,0.793847
Ptpra,0.516765,0.1392,1.108518,0.793946
Lgals9,0.497941,-0.578255,1.107096,0.792748
Ccdc104,0.050882,-0.902226,1.106285,0.792161
Pip5k1c,0.139412,0.265147,1.106274,0.792374
9930021J03Rik,0.134412,-1.196733,1.10549,0.791814
Liph,0.099412,-1.568917,1.104986,0.791534
C230096C10Rik,0.095,0.823001,1.104412,0.791183
Ubac1,0.047941,-0.287947,1.103082,0.790077
Ppp4c,0.132647,-1.042507,1.102703,0.789921
Nfic,0.231471,0.547133,1.102666,0.790107
Strn3,0.151765,-0.839415,1.102217,0.789881
Rnf2,0.153529,-0.696098,1.102091,0.789979
2810046L04Rik,0.074118,-2.975393,1.099957,0.788068
