ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,
GO:0071318,cellular response to ATP,Jan-60,10/15833,0.037266203,0.131405989,0.091018245,P2ry12,1,
GO:0071639,positive regulation of monocyte chemotactic protein-1 production,Jan-60,10/15833,0.037266203,0.131405989,0.091018245,Il1b,1,
GO:0090209,negative regulation of triglyceride metabolic process,Jan-60,10/15833,0.037266203,0.131405989,0.091018245,Apoe,1,
GO:0097090,presynaptic membrane organization,Jan-60,10/15833,0.037266203,0.131405989,0.091018245,Apoe,1,
GO:0097113,AMPA glutamate receptor clustering,Jan-60,10/15833,0.037266203,0.131405989,0.091018245,Apoe,1,
GO:0097709,connective tissue replacement,Jan-60,10/15833,0.037266203,0.131405989,0.091018245,Klf6,1,
GO:0150079,negative regulation of neuroinflammatory response,Jan-60,10/15833,0.037266203,0.131405989,0.091018245,Cst7,1,
GO:0045833,negative regulation of lipid metabolic process,Feb-60,81/15833,0.037793152,0.132830003,0.092004587,Apoe/Il1b,2,
GO:0048708,astrocyte differentiation,Feb-60,81/15833,0.037793152,0.132830003,0.092004587,Il1b/Id2,2,
GO:0031345,negative regulation of cell projection organization,Mar-60,196/15833,0.038207063,0.134066409,0.092860983,Apoe/H2-D1/H2-K1,3,
GO:1904035,regulation of epithelial cell apoptotic process,Feb-60,82/15833,0.03864536,0.134806931,0.093373905,Zfp36/Hmox1,2,
GO:0017038,protein import,Mar-60,197/15833,0.038696042,0.134806931,0.093373905,Apoe/Nfkbia/Hsp90aa1,3,
GO:0030855,epithelial cell differentiation,May-60,496/15833,0.039463259,0.134806931,0.093373905,Cd63/Zfp36/Il1b/Id2/Klf2,5,
GO:0033077,T cell differentiation in thymus,Feb-60,83/15833,0.039504913,0.134806931,0.093373905,Cd74/Il1b,2,
GO:1901652,response to peptide,Apr-60,341/15833,0.040172743,0.134806931,0.093373905,Nfkbia/Lpl/Rpl23/Il1b,4,
GO:0002468,dendritic cell antigen processing and presentation,Jan-60,11/15833,0.04091684,0.134806931,0.093373905,Cd74,1,
GO:0002579,positive regulation of antigen processing and presentation,Jan-60,11/15833,0.04091684,0.134806931,0.093373905,Cd74,1,
GO:0010744,positive regulation of macrophage derived foam cell differentiation,Jan-60,11/15833,0.04091684,0.134806931,0.093373905,Lpl,1,
GO:0019370,leukotriene biosynthetic process,Jan-60,11/15833,0.04091684,0.134806931,0.093373905,Ltc4s,1,
GO:0031055,chromatin remodeling at centromere,Jan-60,11/15833,0.04091684,0.134806931,0.093373905,H3f3b,1,
GO:0031507,heterochromatin assembly,Jan-60,11/15833,0.04091684,0.134806931,0.093373905,H3f3b,1,
GO:0032308,positive regulation of prostaglandin secretion,Jan-60,11/15833,0.04091684,0.134806931,0.093373905,Il1b,1,
GO:0032490,detection of molecule of bacterial origin,Jan-60,11/15833,0.04091684,0.134806931,0.093373905,Tlr2,1,
GO:0032825,positive regulation of natural killer cell differentiation,Jan-60,11/15833,0.04091684,0.134806931,0.093373905,Axl,1,
GO:0033083,regulation of immature T cell proliferation,Jan-60,11/15833,0.04091684,0.134806931,0.093373905,Il1b,1,
GO:0034116,positive regulation of heterotypic cell-cell adhesion,Jan-60,11/15833,0.04091684,0.134806931,0.093373905,Il1b,1,
GO:0035457,cellular response to interferon-alpha,Jan-60,11/15833,0.04091684,0.134806931,0.093373905,Axl,1,
GO:0035739,CD4-positive, alpha-beta T cell proliferation,Jan-60,11/15833,0.04091684,0.134806931,0.093373905,Vsir,1
GO:0036005,response to macrophage colony-stimulating factor,Jan-60,11/15833,0.04091684,0.134806931,0.093373905,Tlr2,1,
GO:0036006,cellular response to macrophage colony-stimulating factor stimulus,Jan-60,11/15833,0.04091684,0.134806931,0.093373905,Tlr2,1,
GO:0042368,vitamin D biosynthetic process,Jan-60,11/15833,0.04091684,0.134806931,0.093373905,Il1b,1,
GO:0043117,positive regulation of vascular permeability,Jan-60,11/15833,0.04091684,0.134806931,0.093373905,Ccl4,1,
GO:0043476,pigment accumulation,Jan-60,11/15833,0.04091684,0.134806931,0.093373905,Cd63,1,
GO:0043482,cellular pigment accumulation,Jan-60,11/15833,0.04091684,0.134806931,0.093373905,Cd63,1,
GO:0043619,regulation of transcription from RNA polymerase II promoter in response to oxidative stress,Jan-60,11/15833,0.04091684,0.134806931,0.093373905,Hmox1,1,
GO:0045080,positive regulation of chemokine biosynthetic process,Jan-60,11/15833,0.04091684,0.134806931,0.093373905,Il1b,1,
GO:0048548,regulation of pinocytosis,Jan-60,11/15833,0.04091684,0.134806931,0.093373905,Axl,1,
GO:0060068,vagina development,Jan-60,11/15833,0.04091684,0.134806931,0.093373905,Axl,1,
GO:0060394,negative regulation of pathway-restricted SMAD protein phosphorylation,Jan-60,11/15833,0.04091684,0.134806931,0.093373905,Pmepa1,1,
GO:0070423,nucleotide-binding oligomerization domain containing signaling pathway,Jan-60,11/15833,0.04091684,0.134806931,0.093373905,Nfkbia,1,
GO:0070431,nucleotide-binding oligomerization domain containing 2 signaling pathway,Jan-60,11/15833,0.04091684,0.134806931,0.093373905,Nfkbia,1,
GO:0071281,cellular response to iron ion,Jan-60,11/15833,0.04091684,0.134806931,0.093373905,Hmox1,1,
GO:0097011,cellular response to granulocyte macrophage colony-stimulating factor stimulus,Jan-60,11/15833,0.04091684,0.134806931,0.093373905,Zfp36,1,
GO:0097421,liver regeneration,Jan-60,11/15833,0.04091684,0.134806931,0.093373905,Hmox1,1,
GO:0097688,glutamate receptor clustering,Jan-60,11/15833,0.04091684,0.134806931,0.093373905,Apoe,1,
GO:0098792,xenophagy,Jan-60,11/15833,0.04091684,0.134806931,0.093373905,Tlr2,1,
GO:1902166,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,Jan-60,11/15833,0.04091684,0.134806931,0.093373905,Cd74,1,
GO:1903977,positive regulation of glial cell migration,Jan-60,11/15833,0.04091684,0.134806931,0.093373905,P2ry12,1,
GO:1990440,positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress,Jan-60,11/15833,0.04091684,0.134806931,0.093373905,Atf3,1,
GO:2000561,regulation of CD4-positive, alpha-beta T cell proliferation,Jan-60,11/15833,0.04091684,0.134806931,0.093373905,Vsir,1
GO:0006909,phagocytosis,Mar-60,202/15833,0.04118906,0.135271141,0.093695439,Axl/Tlr2/Il1b,3,
GO:0046889,positive regulation of lipid biosynthetic process,Feb-60,85/15833,0.041245788,0.135271141,0.093695439,Apoe/Il1b,2,
GO:0048525,negative regulation of viral process,Feb-60,85/15833,0.041245788,0.135271141,0.093695439,Ccl4/Zfp36,2,
GO:0021954,central nervous system neuron development,Feb-60,86/15833,0.04212698,0.137157257,0.095001856,Btg2/Hsp90aa1,2,
GO:0046849,bone remodeling,Feb-60,86/15833,0.04212698,0.137157257,0.095001856,Spp1/Tmem119,2,
GO:0016485,protein processing,Mar-60,204/15833,0.042208633,0.137157257,0.095001856,Cst7/Vsir/Il1b,3,
GO:0043547,positive regulation of GTPase activity,Mar-60,204/15833,0.042208633,0.137157257,0.095001856,Ccl3/Ccl4/Rgs1,3,
GO:0043535,regulation of blood vessel endothelial cell migration,Feb-60,87/15833,0.043015255,0.137157257,0.095001856,Apoe/Hmox1,2,
GO:0034248,regulation of cellular amide metabolic process,Apr-60,350/15833,0.043513309,0.137157257,0.095001856,Apoe/Btg2/Ppp1r15a/Zfp36,4,
GO:0050670,regulation of lymphocyte proliferation,Mar-60,207/15833,0.043761825,0.137157257,0.095001856,Cd74/Vsir/Il1b,3,
GO:0006898,receptor-mediated endocytosis,Mar-60,208/15833,0.04428589,0.137157257,0.095001856,Apoe/Cd63/Siglech,3,
GO:0043406,positive regulation of MAP kinase activity,Mar-60,208/15833,0.04428589,0.137157257,0.095001856,Cd74/Gadd45b/Il1b,3,
GO:0001660,fever generation,Jan-60,12/15833,0.044553863,0.137157257,0.095001856,Il1b,1,
GO:0001973,adenosine receptor signaling pathway,Jan-60,12/15833,0.044553863,0.137157257,0.095001856,P2ry12,1,
GO:0002730,regulation of dendritic cell cytokine production,Jan-60,12/15833,0.044553863,0.137157257,0.095001856,Tlr2,1,
GO:0002903,negative regulation of B cell apoptotic process,Jan-60,12/15833,0.044553863,0.137157257,0.095001856,Cd74,1,
GO:0003161,cardiac conduction system development,Jan-60,12/15833,0.044553863,0.137157257,0.095001856,Id2,1,
GO:0007183,SMAD protein complex assembly,Jan-60,12/15833,0.044553863,0.137157257,0.095001856,Pmepa1,1,
GO:0010889,regulation of sequestering of triglyceride,Jan-60,12/15833,0.044553863,0.137157257,0.095001856,Lpl,1,
GO:0010998,regulation of translational initiation by eIF2 alpha phosphorylation,Jan-60,12/15833,0.044553863,0.137157257,0.095001856,Ppp1r15a,1,
GO:0031652,positive regulation of heat generation,Jan-60,12/15833,0.044553863,0.137157257,0.095001856,Il1b,1,
GO:0032488,Cdc42 protein signal transduction,Jan-60,12/15833,0.044553863,0.137157257,0.095001856,Apoe,1,
GO:0032494,response to peptidoglycan,Jan-60,12/15833,0.044553863,0.137157257,0.095001856,Tlr2,1,
GO:0032604,granulocyte macrophage colony-stimulating factor production,Jan-60,12/15833,0.044553863,0.137157257,0.095001856,Il1b,1,
GO:0032645,regulation of granulocyte macrophage colony-stimulating factor production,Jan-60,12/15833,0.044553863,0.137157257,0.095001856,Il1b,1,
GO:0033004,negative regulation of mast cell activation,Jan-60,12/15833,0.044553863,0.137157257,0.095001856,Hmox1,1,
GO:0033079,immature T cell proliferation,Jan-60,12/15833,0.044553863,0.137157257,0.095001856,Il1b,1,
GO:0033280,response to vitamin D,Jan-60,12/15833,0.044553863,0.137157257,0.095001856,Spp1,1,
GO:0034433,steroid esterification,Jan-60,12/15833,0.044553863,0.137157257,0.095001856,Apoe,1,
GO:0034434,sterol esterification,Jan-60,12/15833,0.044553863,0.137157257,0.095001856,Apoe,1,
GO:0034435,cholesterol esterification,Jan-60,12/15833,0.044553863,0.137157257,0.095001856,Apoe,1,
GO:0035588,G protein-coupled purinergic receptor signaling pathway,Jan-60,12/15833,0.044553863,0.137157257,0.095001856,P2ry12,1,
GO:0035872,nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway,Jan-60,12/15833,0.044553863,0.137157257,0.095001856,Nfkbia,1
GO:0045060,negative thymic T cell selection,Jan-60,12/15833,0.044553863,0.137157257,0.095001856,Cd74,1,
GO:0045086,positive regulation of interleukin-2 biosynthetic process,Jan-60,12/15833,0.044553863,0.137157257,0.095001856,Il1b,1,
GO:0045779,negative regulation of bone resorption,Jan-60,12/15833,0.044553863,0.137157257,0.095001856,Tmem119,1,
GO:0071285,cellular response to lithium ion,Jan-60,12/15833,0.044553863,0.137157257,0.095001856,Id2,1,
GO:0097012,response to granulocyte macrophage colony-stimulating factor,Jan-60,12/15833,0.044553863,0.137157257,0.095001856,Zfp36,1,
GO:0097201,negative regulation of transcription from RNA polymerase II promoter in response to stress,Jan-60,12/15833,0.044553863,0.137157257,0.095001856,Ppp1r15a,1,
GO:1900221,regulation of amyloid-beta clearance,Jan-60,12/15833,0.044553863,0.137157257,0.095001856,Apoe,1,
GO:1901550,regulation of endothelial cell development,Jan-60,12/15833,0.044553863,0.137157257,0.095001856,Il1b,1,
GO:1902950,regulation of dendritic spine maintenance,Jan-60,12/15833,0.044553863,0.137157257,0.095001856,Apoe,1,
GO:1903140,regulation of establishment of endothelial barrier,Jan-60,12/15833,0.044553863,0.137157257,0.095001856,Il1b,1,
GO:1903587,regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis,Jan-60,12/15833,0.044553863,0.137157257,0.095001856,Hmox1,1,
GO:2000484,positive regulation of interleukin-8 secretion,Jan-60,12/15833,0.044553863,0.137157257,0.095001856,Tlr2,1,
GO:2001279,regulation of unsaturated fatty acid biosynthetic process,Jan-60,12/15833,0.044553863,0.137157257,0.095001856,Il1b,1,
GO:0032944,regulation of mononuclear cell proliferation,Mar-60,209/15833,0.044813112,0.137758826,0.095418532,Cd74/Vsir/Il1b,3,
GO:0019218,regulation of steroid metabolic process,Feb-60,90/15833,0.045721937,0.140153324,0.097077079,Apoe/Il1b,2,
GO:0062014,negative regulation of small molecule metabolic process,Feb-60,90/15833,0.045721937,0.140153324,0.097077079,Apoe/Ier3,2,
GO:0010632,regulation of epithelial cell migration,Mar-60,211/15833,0.045877007,0.140429193,0.097268159,Apoe/Cd63/Hmox1,3,
GO:0045638,negative regulation of myeloid cell differentiation,Feb-60,91/15833,0.046637905,0.141837196,0.098243412,Nfkbia/Zfp36,2,
GO:2000106,regulation of leukocyte apoptotic process,Feb-60,91/15833,0.046637905,0.141837196,0.098243412,Cd74/Axl,2,
GO:0045089,positive regulation of innate immune response,Mar-60,215/15833,0.04804243,0.141837196,0.098243412,Cd74/Nfkbia/Tlr2,3,
GO:0002281,macrophage activation involved in immune response,Jan-60,13/15833,0.048177324,0.141837196,0.098243412,Cx3cr1,1,
GO:0002371,dendritic cell cytokine production,Jan-60,13/15833,0.048177324,0.141837196,0.098243412,Tlr2,1,
GO:0002689,negative regulation of leukocyte chemotaxis,Jan-60,13/15833,0.048177324,0.141837196,0.098243412,Dusp1,1,
GO:0008298,intracellular mRNA localization,Jan-60,13/15833,0.048177324,0.141837196,0.098243412,Zfp36,1,
GO:0010226,response to lithium ion,Jan-60,13/15833,0.048177324,0.141837196,0.098243412,Id2,1,
GO:0010885,regulation of cholesterol storage,Jan-60,13/15833,0.048177324,0.141837196,0.098243412,Lpl,1,
GO:0019886,antigen processing and presentation of exogenous peptide antigen via MHC class II,Jan-60,13/15833,0.048177324,0.141837196,0.098243412,Cd74,1,
GO:0030213,hyaluronan biosynthetic process,Jan-60,13/15833,0.048177324,0.141837196,0.098243412,Il1b,1,
GO:0030656,regulation of vitamin metabolic process,Jan-60,13/15833,0.048177324,0.141837196,0.098243412,Il1b,1,
GO:0032306,regulation of prostaglandin secretion,Jan-60,13/15833,0.048177324,0.141837196,0.098243412,Il1b,1,
GO:0033089,positive regulation of T cell differentiation in thymus,Jan-60,13/15833,0.048177324,0.141837196,0.098243412,Il1b,1,
GO:0033690,positive regulation of osteoblast proliferation,Jan-60,13/15833,0.048177324,0.141837196,0.098243412,Tmem119,1,
GO:0035278,miRNA mediated inhibition of translation,Jan-60,13/15833,0.048177324,0.141837196,0.098243412,Zfp36,1,
GO:0042359,vitamin D metabolic process,Jan-60,13/15833,0.048177324,0.141837196,0.098243412,Il1b,1,
GO:0042994,cytoplasmic sequestering of transcription factor,Jan-60,13/15833,0.048177324,0.141837196,0.098243412,Nfkbia,1,
GO:0043249,erythrocyte maturation,Jan-60,13/15833,0.048177324,0.141837196,0.098243412,Klf2,1,
GO:0043383,negative T cell selection,Jan-60,13/15833,0.048177324,0.141837196,0.098243412,Cd74,1,
GO:0043558,regulation of translational initiation in response to stress,Jan-60,13/15833,0.048177324,0.141837196,0.098243412,Ppp1r15a,1,
GO:0045591,positive regulation of regulatory T cell differentiation,Jan-60,13/15833,0.048177324,0.141837196,0.098243412,Vsir,1,
GO:0045820,negative regulation of glycolytic process,Jan-60,13/15833,0.048177324,0.141837196,0.098243412,Ier3,1,
GO:0046642,negative regulation of alpha-beta T cell proliferation,Jan-60,13/15833,0.048177324,0.141837196,0.098243412,Vsir,1,
GO:0046851,negative regulation of bone remodeling,Jan-60,13/15833,0.048177324,0.141837196,0.098243412,Tmem119,1,
GO:0070486,leukocyte aggregation,Jan-60,13/15833,0.048177324,0.141837196,0.098243412,Il1b,1,
GO:0090594,inflammatory response to wounding,Jan-60,13/15833,0.048177324,0.141837196,0.098243412,Hmox1,1,
GO:1902931,negative regulation of alcohol biosynthetic process,Jan-60,13/15833,0.048177324,0.141837196,0.098243412,Apoe,1,
GO:0009408,response to heat,Feb-60,93/15833,0.048490073,0.142176057,0.098478124,Hmox1/Hsp90aa1,2,
GO:0033138,positive regulation of peptidyl-serine phosphorylation,Feb-60,93/15833,0.048490073,0.142176057,0.098478124,Ppp1r15a/Hsp90aa1,2,
GO:0050764,regulation of phagocytosis,Feb-60,93/15833,0.048490073,0.142176057,0.098478124,Tlr2/Il1b,2,
GO:0070663,regulation of leukocyte proliferation,Mar-60,217/15833,0.04914386,0.142911675,0.098987649,Cd74/Vsir/Il1b,3,
GO:0032872,regulation of stress-activated MAPK cascade,Mar-60,218/15833,0.049699232,0.142911675,0.098987649,Dusp1/Gadd45b/Il1b,3,
GO:0051952,regulation of amine transport,Feb-60,95/15833,0.050368804,0.142911675,0.098987649,P2ry12/Il1b,2,
GO:1902106,negative regulation of leukocyte differentiation,Feb-60,95/15833,0.050368804,0.142911675,0.098987649,Cd74/Id2,2,
GO:0070302,regulation of stress-activated protein kinase signaling cascade,Mar-60,220/15833,0.050819259,0.142911675,0.098987649,Dusp1/Gadd45b/Il1b,3,
GO:0032535,regulation of cellular component size,Apr-60,369/15833,0.05106881,0.142911675,0.098987649,Apoe/Ppp1r15a/Tlr2/Hsp90aa1,4,
GO:0007006,mitochondrial membrane organization,Feb-60,96/15833,0.051317976,0.142911675,0.098987649,Ier3/Hsp90aa1,2,
GO:0035710,CD4-positive, alpha-beta T cell activation,Feb-60,96/15833,0.051317976,0.142911675,0.098987649,Cd83/Vsir,2
GO:1901222,regulation of NIK/NF-kappaB signaling,Feb-60,96/15833,0.051317976,0.142911675,0.098987649,Tlr2/Il1b,2,
GO:0002544,chronic inflammatory response,Jan-60,14/15833,0.051787271,0.142911675,0.098987649,Cx3cr1,1,
GO:0002830,positive regulation of type 2 immune response,Jan-60,14/15833,0.051787271,0.142911675,0.098987649,Cd74,1,
GO:0002922,positive regulation of humoral immune response,Jan-60,14/15833,0.051787271,0.142911675,0.098987649,Il1b,1,
GO:0010888,negative regulation of lipid storage,Jan-60,14/15833,0.051787271,0.142911675,0.098987649,Nfkbia,1,
GO:0014061,regulation of norepinephrine secretion,Jan-60,14/15833,0.051787271,0.142911675,0.098987649,P2ry12,1,
GO:0016045,detection of bacterium,Jan-60,14/15833,0.051787271,0.142911675,0.098987649,Tlr2,1,
GO:0030449,regulation of complement activation,Jan-60,14/15833,0.051787271,0.142911675,0.098987649,Il1b,1,
GO:0030812,negative regulation of nucleotide catabolic process,Jan-60,14/15833,0.051787271,0.142911675,0.098987649,Ier3,1,
GO:0031650,regulation of heat generation,Jan-60,14/15833,0.051787271,0.142911675,0.098987649,Il1b,1,
GO:0032305,positive regulation of icosanoid secretion,Jan-60,14/15833,0.051787271,0.142911675,0.098987649,Il1b,1,
GO:0033604,negative regulation of catecholamine secretion,Jan-60,14/15833,0.051787271,0.142911675,0.098987649,P2ry12,1,
GO:0033623,regulation of integrin activation,Jan-60,14/15833,0.051787271,0.142911675,0.098987649,P2ry12,1,
GO:0035641,locomotory exploration behavior,Jan-60,14/15833,0.051787271,0.142911675,0.098987649,Apoe,1,
GO:0035970,peptidyl-threonine dephosphorylation,Jan-60,14/15833,0.051787271,0.142911675,0.098987649,Dusp1,1,
GO:0040033,negative regulation of translation, ncRNA-mediated,Jan-60,14/15833,0.051787271,0.142911675,0.098987649,Zfp36,1
GO:0042033,chemokine biosynthetic process,Jan-60,14/15833,0.051787271,0.142911675,0.098987649,Il1b,1,
GO:0042362,fat-soluble vitamin biosynthetic process,Jan-60,14/15833,0.051787271,0.142911675,0.098987649,Il1b,1,
GO:0042447,hormone catabolic process,Jan-60,14/15833,0.051787271,0.142911675,0.098987649,Spp1,1,
GO:0045059,positive thymic T cell selection,Jan-60,14/15833,0.051787271,0.142911675,0.098987649,Cd74,1,
GO:0045073,regulation of chemokine biosynthetic process,Jan-60,14/15833,0.051787271,0.142911675,0.098987649,Il1b,1,
GO:0045410,positive regulation of interleukin-6 biosynthetic process,Jan-60,14/15833,0.051787271,0.142911675,0.098987649,Il1b,1,
GO:0045647,negative regulation of erythrocyte differentiation,Jan-60,14/15833,0.051787271,0.142911675,0.098987649,Zfp36,1,
GO:0045651,positive regulation of macrophage differentiation,Jan-60,14/15833,0.051787271,0.142911675,0.098987649,Id2,1,
GO:0045974,regulation of translation, ncRNA-mediated,Jan-60,14/15833,0.051787271,0.142911675,0.098987649,Zfp36,1
GO:0048243,norepinephrine secretion,Jan-60,14/15833,0.051787271,0.142911675,0.098987649,P2ry12,1,
GO:0048537,mucosal-associated lymphoid tissue development,Jan-60,14/15833,0.051787271,0.142911675,0.098987649,Id2,1,
GO:0048541,Peyer's patch development,Jan-60,14/15833,0.051787271,0.142911675,0.098987649,Id2,1,
GO:0048755,branching morphogenesis of a nerve,Jan-60,14/15833,0.051787271,0.142911675,0.098987649,Il1b,1,
GO:0051198,negative regulation of coenzyme metabolic process,Jan-60,14/15833,0.051787271,0.142911675,0.098987649,Ier3,1,
GO:0071280,cellular response to copper ion,Jan-60,14/15833,0.051787271,0.142911675,0.098987649,Mt1,1,
GO:0090151,establishment of protein localization to mitochondrial membrane,Jan-60,14/15833,0.051787271,0.142911675,0.098987649,Hsp90aa1,1,
