	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
Ccl5	0	2.44147920135148	0.591	0.043	0	8	Ccl5
Tmsb10	0	1.26313774082774	0.878	0.18	0	8	Tmsb10
Nkg7	0	1.07577183369135	0.521	0.006	0	8	Nkg7
Rpl12.2	0	1.00993900790891	0.982	0.816	0	8	Rpl12
AW112010	0	0.982447571422956	0.576	0.075	0	8	AW112010
Rpsa.2	0	0.982163489194755	0.991	0.832	0	8	Rpsa
Rps24.2	0	0.961995831737878	0.999	0.931	0	8	Rps24
Rps15a.2	0	0.952419221184757	0.993	0.869	0	8	Rps15a
Rps16.2	0	0.950457419596503	0.995	0.888	0	8	Rps16
Trbc2	0	0.916905442516426	0.61	0.007	0	8	Trbc2
Rps19.2	0	0.896647100462734	0.987	0.845	0	8	Rps19
Rps27.1	0	0.8679357008498	0.976	0.739	0	8	Rps27
Rps18.2	0	0.860706889254524	0.958	0.68	0	8	Rps18
Rps7.2	0	0.831910557932853	0.948	0.662	0	8	Rps7
Rps20.2	0	0.829310704160692	0.987	0.861	0	8	Rps20
Tpt1.2	0	0.82293266294897	1	0.984	0	8	Tpt1
Cd52.4	0	0.81286213414358	0.88	0.426	0	8	Cd52
Rplp0.2	0	0.802815263547441	0.987	0.87	0	8	Rplp0
Rps13.2	0	0.788992279826887	0.991	0.849	0	8	Rps13
Rpl32.3	0	0.783793811586875	0.995	0.878	0	8	Rpl32
Rpl19.2	0	0.775007260818886	0.994	0.883	0	8	Rpl19
Rps5.2	0	0.772432368895795	0.989	0.833	0	8	Rps5
Rpl17.2	0	0.770672912213235	0.983	0.823	0	8	Rpl17
Rps14.2	0	0.7623784383228	0.996	0.902	0	8	Rps14
Rpl18.1	0	0.745943160901617	0.982	0.829	0	8	Rpl18
Rpl8.1	0	0.741810962039475	0.984	0.827	0	8	Rpl8
Rpl36.2	0	0.738599529424635	0.975	0.749	0	8	Rpl36
S100a10	0	0.734245415412903	0.605	0.05	0	8	S100a10
Rps10.2	0	0.726059856134981	0.998	0.895	0	8	Rps10
Rpl23.3	0	0.723696032647658	0.997	0.911	0	8	Rpl23
Rpl13.2	0	0.715966507965381	0.997	0.936	0	8	Rpl13
Lgals1	0	0.701880807763033	0.444	0.08	0	8	Lgals1
Rpl18a.2	0	0.698649557973759	0.999	0.915	0	8	Rpl18a
H2-K1.4	0	0.698548132741785	0.941	0.615	0	8	H2-K1
Rps23.2	0	0.698471414339354	0.994	0.874	0	8	Rps23
Rps3a1.1	0	0.694242542581178	0.991	0.886	0	8	Rps3a1
Rpl38.2	0	0.693752218972007	0.959	0.712	0	8	Rpl38
Rps3.1	0	0.687626896422645	0.991	0.879	0	8	Rps3
Rpl39.2	0	0.682593972904942	0.995	0.892	0	8	Rpl39
Rpl37a.2	0	0.680976290000133	0.994	0.885	0	8	Rpl37a
Rps15.2	0	0.676991520466037	0.986	0.825	0	8	Rps15
Rpl9.1	0	0.672640263002014	0.972	0.742	0	8	Rpl9
Rpl5.1	0	0.671590076155902	0.968	0.777	0	8	Rpl5
Cd3g	0	0.66800069712077	0.515	0.004	0	8	Cd3g
Rplp2.2	0	0.66509302847284	0.978	0.804	0	8	Rplp2
Rack1.2	0	0.661325567531926	0.967	0.775	0	8	Rack1
H2-Q7	0	0.65034312403651	0.571	0.075	0	8	H2-Q7
Rps11.2	0	0.643166572738529	0.995	0.898	0	8	Rps11
Rpl14.1	0	0.642665707541227	0.97	0.766	0	8	Rpl14
Trbc1	0	0.640685074808281	0.408	0.004	0	8	Trbc1
Fxyd5	0	0.638802646130451	0.671	0.107	0	8	Fxyd5
Rps21.2	0	0.630551418413307	0.997	0.888	0	8	Rps21
Rpl34.2	0	0.62978107573883	0.993	0.877	0	8	Rpl34
Rps8.2	0	0.62958062820728	0.99	0.898	0	8	Rps8
Rpl30.2	0	0.620301850316948	0.998	0.895	0	8	Rpl30
Rpl27a.2	0	0.609197044779224	0.997	0.917	0	8	Rpl27a
Rac2.1	0	0.59762423340348	0.784	0.307	0	8	Rac2
Ctla2a	0	0.575678542610814	0.309	0.029	0	8	Ctla2a
Hcst	0	0.574468078066308	0.573	0.079	0	8	Hcst
Cd3d	0	0.57327473314916	0.48	0.005	0	8	Cd3d
Ptprcap	0	0.564233188656822	0.525	0.012	0	8	Ptprcap
Shisa5.1	0	0.560290969721666	0.74	0.312	0	8	Shisa5
Rplp1.1	0	0.560050096035513	0.999	0.951	0	8	Rplp1
S100a6	0	0.545870638714058	0.35	0.047	0	8	S100a6
Crip1	0	0.533013180822386	0.523	0.134	0	8	Crip1
Ms4a4b	0	0.525983016983852	0.462	0.004	0	8	Ms4a4b
Ltb	0	0.509294056154645	0.446	0.032	0	8	Ltb
Cd3e	0	0.457815986251646	0.418	0.004	0	8	Cd3e
Bcl2	0	0.442296619302557	0.46	0.095	0	8	Bcl2
Lck	0	0.424820544728503	0.422	0.005	0	8	Lck
Ctsw	0	0.409897452365875	0.369	0.003	0	8	Ctsw
Thy1	0	0.40667323520586	0.366	0.003	0	8	Thy1
Gimap6	0	0.400099422483146	0.456	0.08	0	8	Gimap6
Gimap4	0	0.393571872062281	0.368	0.004	0	8	Gimap4
Sept1	0	0.385707926085857	0.392	0.012	0	8	Sept1
Cd69	0	0.381104928698594	0.312	0.023	0	8	Cd69
Skap1	0	0.37400752691137	0.386	0.002	0	8	Skap1
Ccnd2	0	0.37317101137992	0.397	0.042	0	8	Ccnd2
Trac	0	0.359786768600253	0.332	0.003	0	8	Trac
Lat	0	0.350788476669437	0.348	0.006	0	8	Lat
Txk	0	0.339520077360516	0.328	0.013	0	8	Txk
Gimap3	0	0.338281713002008	0.323	0.004	0	8	Gimap3
Cnn2	0	0.337243327791044	0.379	0.061	0	8	Cnn2
Ets1	0	0.328945101303151	0.408	0.093	0	8	Ets1
Il2rg	0	0.323684363756377	0.352	0.027	0	8	Il2rg
Il2rb	0	0.32189315704272	0.274	0.001	0	8	Il2rb
Satb1	0	0.307365571149485	0.322	0.036	0	8	Satb1
Ablim1	0	0.298321216688398	0.348	0.041	0	8	Ablim1
Lef1	0	0.296719235858089	0.27	0.01	0	8	Lef1
Cytip	0	0.295808612614644	0.309	0.029	0	8	Cytip
Cd2	0	0.290667727279423	0.286	0.005	0	8	Cd2
Emb	0	0.281742278367899	0.262	0.017	0	8	Emb
Sp100	0	0.27787812864194	0.332	0.055	0	8	Sp100
4930523C07Rik	0	0.27016645942311	0.286	0.026	0	8	4930523C07Rik
Gimap9	0	0.269550440799949	0.274	0.018	0	8	Gimap9
Gimap1	0	0.260298149092213	0.29	0.038	0	8	Gimap1
Runx3	0	0.259283891055976	0.264	0.004	0	8	Runx3
Ifi203	0	0.25754005412694	0.268	0.011	0	8	Ifi203
Itgb7	0	0.250692405233256	0.255	0.004	0	8	Itgb7
Eef1a1.3	5.3927120289388e-308	0.510999535237632	1	0.945	1.03993058766056e-303	8	Eef1a1
Anxa2	1.27366022454952e-297	0.270913541987461	0.266	0.045	2.4561263770213e-293	8	Anxa2
Dnajb1.4	1.55968211889205e-294	0.920876476700418	0.764	0.359	3.00769099807142e-290	8	Dnajb1
Rps6.1	4.68383225386804e-293	0.644247847724458	0.955	0.736	9.03230211835913e-289	8	Rps6
Rpl7.1	2.08648557957477e-288	0.564288688549268	0.979	0.814	4.02357879165199e-284	8	Rpl7
Rpl23a.1	3.60255631394495e-287	0.585801056801668	0.931	0.66	6.94716959581145e-283	8	Rpl23a
Rps4x.2	7.97909331216437e-287	0.571149143496635	0.995	0.902	1.53868835431778e-282	8	Rps4x
Rpl4.1	4.06817955666922e-286	0.603403855150923	0.927	0.649	7.84507745708092e-282	8	Rpl4
Rps27a.2	9.58924787879826e-286	0.548657047869781	0.995	0.906	1.84919056094746e-281	8	Rps27a
Vim	9.54336201421388e-285	0.354913982420921	0.411	0.103	1.840341930821e-280	8	Vim
H2-Q6	7.41900172661192e-284	0.251960346173475	0.287	0.053	1.43068029295984e-279	8	H2-Q6
Rpl41.2	3.69206226481708e-280	0.535918418971868	0.987	0.888	7.11977287147326e-276	8	Rpl41
Rps2.2	1.72313402871208e-274	0.68686468020977	0.923	0.659	3.32289166096837e-270	8	Rps2
Dusp2	1.15211259490194e-270	0.411623107759138	0.384	0.093	2.22173392800891e-266	8	Dusp2
Fau.3	1.17209772813156e-269	0.443718701577031	0.999	0.943	2.2602732589289e-265	8	Fau
H2-D1.4	1.34020027777943e-269	0.581081045013722	0.958	0.654	2.58444221566986e-265	8	H2-D1
Rpl37.2	6.80995261693512e-268	0.52487881036855	0.99	0.868	1.31323126264977e-263	8	Rpl37
Rpl35a.2	5.55508129029932e-264	0.528216538965537	0.996	0.898	1.07124187602132e-259	8	Rpl35a
Rpl11.1	4.58640335340418e-258	0.514561010705777	0.968	0.783	8.84442022670462e-254	8	Rpl11
Rpl24.2	9.38519533200806e-258	0.549936631517473	0.944	0.705	1.80984106782443e-253	8	Rpl24
Rpl22l1.1	6.63535005039356e-256	0.50459439689397	0.722	0.34	1.27956090371789e-251	8	Rpl22l1
Rpl3.2	8.90247887670223e-252	0.557534337341757	0.968	0.805	1.71675402658326e-247	8	Rpl3
Rpl15.1	5.10024635659722e-250	0.543540440477661	0.957	0.759	9.83531507406207e-246	8	Rpl15
Rpl28.2	2.01643017107702e-245	0.523504164882635	0.979	0.85	3.88848394190493e-241	8	Rpl28
Rps26.2	6.54674942340211e-245	0.582380082233854	0.937	0.695	1.26247515880886e-240	8	Rps26
Rps28.2	1.74962234457394e-244	0.58006445551011	0.956	0.772	3.37397172927639e-240	8	Rps28
Rpl22.2	1.52101596703488e-243	0.523079909048679	0.942	0.713	2.93312719083005e-239	8	Rpl22
Pim1.1	5.66587995669368e-239	0.342039974883534	0.428	0.122	1.09260829084881e-234	8	Pim1
Iqgap1	2.67692755215286e-235	0.264750258360224	0.365	0.094	5.16218709157157e-231	8	Iqgap1
Rps9.2	5.30584734138375e-234	0.466825447661954	0.995	0.92	1.02317960131244e-229	8	Rps9
Tagln2	6.81923524180818e-234	0.350441328190229	0.499	0.166	1.31502132403029e-229	8	Tagln2
Rpl6.2	4.23087579696501e-232	0.495205087324424	0.981	0.825	8.15882088686733e-228	8	Rpl6
Rpl26.2	8.9954010224637e-230	0.52108636416487	0.985	0.847	1.7346731331719e-225	8	Rpl26
Aes	4.75299741510058e-228	0.37564879510936	0.589	0.234	9.16568021527995e-224	8	Aes
Eef1b2.2	6.44168470467953e-227	0.536269787073616	0.902	0.652	1.2422144784504e-222	8	Eef1b2
Lsp1	8.2527568103142e-217	0.329140134789886	0.484	0.164	1.59146162330099e-212	8	Lsp1
Rpl10a.3	2.396789736693e-213	0.492732595184705	0.968	0.797	4.62196932823878e-209	8	Rpl10a
Rpl36a.2	4.19214115291364e-213	0.51095386016208	0.818	0.512	8.08412499927866e-209	8	Rpl36a
Hexb.2	5.40530817430558e-209	-0.419567266225298	0.996	0.963	1.04235962833309e-204	8	Hexb
Selenow	8.57622506235886e-205	0.312381609069389	0.506	0.182	1.65383924102528e-200	8	Selenow
Myl6.1	1.18330949991664e-201	0.4713263350505	0.838	0.549	2.28189403963926e-197	8	Myl6
Rpl27	1.32385088489218e-200	0.364918282849684	0.614	0.269	2.55291404642609e-196	8	Rpl27
C1qa.2	2.50481697753329e-196	-0.377045359621038	0.996	0.96	4.8302890594752e-192	8	C1qa
C1qc.2	5.0948659549216e-188	-0.412751238447536	0.992	0.951	9.82493950747081e-184	8	C1qc
Ptprc.1	7.89787658501422e-188	0.425847872731963	0.776	0.444	1.52302652065414e-183	8	Ptprc
Stk17b	8.17815090285908e-182	0.294762780722075	0.417	0.143	1.57707462010734e-177	8	Stk17b
Pfn1.1	1.17980439590795e-180	0.488619971198508	0.898	0.685	2.27513479706889e-176	8	Pfn1
Emp3	1.08430859359218e-176	0.325853734506878	0.482	0.187	2.09098069188316e-172	8	Emp3
Ctss.3	9.92175127531882e-173	-0.39908535176074	0.987	0.954	1.91331051593248e-168	8	Ctss
Hsp90ab1.3	1.59126458082517e-171	0.454105827591711	0.988	0.855	3.06859461766325e-167	8	Hsp90ab1
Rpl13a	8.74390863007575e-170	0.315222810364978	0.564	0.247	1.68617534022381e-165	8	Rpl13a
Rpl21.2	3.90619737457981e-167	0.5125449891988	0.945	0.766	7.5327110171397e-163	8	Rpl21
mt-Co1.3	7.88173756487689e-167	0.370941511659761	0.999	0.96	1.51991427201086e-162	8	mt-Co1
Eef1g.1	1.05613065191321e-166	0.378403841744253	0.668	0.348	2.03664234914943e-162	8	Eef1g
Npm1.2	1.52873700947822e-166	0.404369205841628	0.787	0.49	2.94801644907779e-162	8	Npm1
Lgmn.2	2.05631756967847e-166	-0.396658141408704	0.976	0.948	3.96540280136797e-162	8	Lgmn
C1qb.2	2.88871258894249e-165	-0.387016719272081	0.992	0.957	5.57059335651669e-161	8	C1qb
Ptpn18.1	1.43004527854327e-161	0.371168228114714	0.757	0.448	2.75769931514283e-157	8	Ptpn18
Eef2.1	4.86340939550477e-161	0.4056194652183	0.914	0.694	9.3785986782914e-157	8	Eef2
Rpl29.2	2.23912190116987e-160	0.515210388250945	0.721	0.443	4.31792267421598e-156	8	Rpl29
Jak1	2.73907657591249e-160	0.31648814382009	0.598	0.282	5.28203526898965e-156	8	Jak1
Btg1.2	3.79469777585548e-160	0.435551520531342	0.832	0.53	7.3176951909597e-156	8	Btg1
Hmgb2.1	3.6013035983277e-155	0.366104412673589	0.561	0.251	6.94475385901513e-151	8	Hmgb2
Cd81.2	7.67107178898627e-155	-0.391748762041141	0.959	0.944	1.47928948378811e-150	8	Cd81
Naca.1	8.3159136163065e-155	0.395182023092184	0.851	0.604	1.60364078176855e-150	8	Naca
Ccnd3	2.83326287820853e-154	0.268971767756105	0.408	0.149	5.46366413433732e-150	8	Ccnd3
Tspo	9.5577544380671e-154	0.307285054101512	0.57	0.26	1.84311736583686e-149	8	Tspo
Rpl31.1	1.01329564411322e-153	0.350769203303191	0.739	0.427	1.95403932010793e-149	8	Rpl31
Rps25.2	7.75027782555797e-153	0.374837887111574	0.959	0.789	1.4945635758806e-148	8	Rps25
Ifi27l2a.1	9.93898181718438e-153	0.452120325587879	0.411	0.154	1.91663325362584e-148	8	Ifi27l2a
Rps12.3	1.51787335370296e-149	0.396202223694273	0.981	0.86	2.92706697528078e-145	8	Rps12
Arhgdib.1	1.73693834809823e-149	0.367728965427883	0.757	0.464	3.34951191047263e-145	8	Arhgdib
Vps37b	2.48784582789751e-144	0.324584619846675	0.409	0.159	4.79756189451755e-140	8	Vps37b
Eif3e	2.06214982934482e-143	0.30606804582856	0.552	0.261	3.97664973090855e-139	8	Eif3e
Sh3bgrl3.1	1.25404962358528e-142	0.389962170755817	0.83	0.55	2.41830929412185e-138	8	Sh3bgrl3
Ubb.2	1.39407091992505e-142	0.405026390880213	0.973	0.859	2.68832636198346e-138	8	Ubb
Eif3f.1	2.49944211082161e-142	0.347395649495142	0.751	0.457	4.8199241665084e-138	8	Eif3f
Ms4a6b	2.63213751688901e-142	0.279009651966532	0.41	0.16	5.07581398756877e-138	8	Ms4a6b
Uqcrh.1	4.19273964151978e-142	0.344982012792947	0.774	0.474	8.08527912470674e-138	8	Uqcrh
Eif3h.1	2.30421743784744e-140	0.313997909689998	0.679	0.374	4.44345290714501e-136	8	Eif3h
Rps17.1	8.03647367557993e-139	0.372140675668165	0.822	0.568	1.54975358359883e-134	8	Rps17
Csf1r.2	5.83238067289479e-136	-0.354904884445354	0.974	0.943	1.12471628896103e-131	8	Csf1r
Hspe1.3	1.26027948204845e-135	0.403862315457313	0.815	0.528	2.43032295318223e-131	8	Hspe1
Rps29.2	1.44144269634021e-132	0.355683665150725	0.993	0.928	2.77967809562247e-128	8	Rps29
Gmfg	4.68927527483535e-131	0.274607291347057	0.474	0.209	9.04279843999249e-127	8	Gmfg
Prdx6	1.59376757281237e-130	0.251425124162591	0.384	0.148	3.07342138741137e-126	8	Prdx6
Trem2.1	2.59682745333302e-130	-0.369166725747443	0.944	0.933	5.0077220610074e-126	8	Trem2
Atp5h.1	2.83358604699608e-130	0.304542080444189	0.739	0.44	5.46428733302723e-126	8	Atp5h
Itpkb	8.48978301989051e-130	0.264381786144077	0.452	0.192	1.63716975755569e-125	8	Itpkb
H2afj	1.41042316821441e-129	0.259328373827289	0.483	0.215	2.71986003758466e-125	8	H2afj
Ptma.2	2.87412700507777e-128	0.355336881097072	0.95	0.755	5.54246651659198e-124	8	Ptma
Il7r	3.09274397813068e-126	0.265019421770758	0.324	0.116	5.9640474874272e-122	8	Il7r
Srgn.2	2.6411839372746e-125	0.348593355131183	0.753	0.468	5.09325910464034e-121	8	Srgn
Rpl35.1	3.93662649989745e-124	0.291637077006	0.597	0.313	7.59139054240223e-120	8	Rpl35
Sub1.1	4.95111797532805e-124	0.306344043916669	0.616	0.33	9.54773590362261e-120	8	Sub1
Nsa2	1.09565679035442e-123	0.26943716258988	0.535	0.259	2.11286455451945e-119	8	Nsa2
Atp5e.1	1.66617429281344e-123	0.326984605813233	0.762	0.491	3.21305050626144e-119	8	Atp5e
Dnaja1.3	2.17122750845087e-122	0.381715311642484	0.795	0.501	4.18699512729665e-118	8	Dnaja1
Ctsd.3	5.17979404442552e-122	-0.385493424149441	0.999	0.967	9.98871483527017e-118	8	Ctsd
Rbm3	2.5815971568991e-121	0.295734973864904	0.541	0.27	4.97835195736422e-117	8	Rbm3
Tma7	2.47312319400082e-115	0.263075314434912	0.549	0.278	4.76917076731118e-111	8	Tma7
Btf3.1	1.37459501316767e-114	0.298329454853426	0.726	0.458	2.65076902339253e-110	8	Btf3
Pabpc1.1	2.36964607293462e-114	0.304530439184975	0.745	0.468	4.56962548704713e-110	8	Pabpc1
mt-Atp6.2	1.23129763860852e-111	0.295253324527555	0.999	0.965	2.37443436629267e-107	8	mt-Atp6
Myl12a	1.55141986512626e-110	0.264483891185171	0.542	0.279	2.99175806790947e-106	8	Myl12a
Ube2s	6.21554406625616e-110	0.254936384216446	0.439	0.202	1.19860551773684e-105	8	Ube2s
Hsph1.3	1.61668325606457e-109	0.336094623109978	0.631	0.337	3.11761199099491e-105	8	Hsph1
Rpl7a.2	1.2847618928087e-108	0.324812785572582	0.838	0.611	2.47753483409229e-104	8	Rpl7a
Coro1a.1	1.32776997063729e-108	0.311549340630074	0.856	0.636	2.56047161137696e-104	8	Coro1a
Ctsz.3	1.6094180013912e-107	-0.370115085815309	0.927	0.925	3.10360167388278e-103	8	Ctsz
Itm2b.2	4.24560420967901e-107	-0.280473450646642	0.993	0.953	8.18722315794501e-103	8	Itm2b
Cst3.3	2.71473047554257e-103	-0.402415208306209	0.998	0.994	5.23508624903629e-99	8	Cst3
Hspa8.3	5.08322497122474e-102	0.312058511144928	0.993	0.915	9.80249103450979e-98	8	Hspa8
Tsc22d3.1	2.26855191148154e-99	0.297058435754498	0.548	0.292	4.37467550610099e-95	8	Tsc22d3
Calm1.1	6.11727826316819e-99	0.297939770766578	0.771	0.533	1.17965594026935e-94	8	Calm1
Clk1.1	1.07501019808517e-98	0.263256029433856	0.556	0.302	2.07304966598744e-94	8	Clk1
Chchd2.1	1.19158991683041e-98	0.267434260559884	0.75	0.491	2.29786199561576e-94	8	Chchd2
Hspa1b.4	2.23801869544795e-98	0.379902779871886	0.899	0.646	4.31579525230183e-94	8	Hspa1b
Myl12b.1	1.45747516769843e-97	0.257707395445841	0.629	0.372	2.81059511338965e-93	8	Myl12b
Psap.3	2.02357093946145e-96	-0.299521846329475	0.965	0.937	3.90225419965747e-92	8	Psap
Ppia.1	1.76771406498446e-92	0.273295769132597	0.965	0.837	3.40885980291604e-88	8	Ppia
Psmb8.1	2.11940914279006e-92	0.255741110469869	0.583	0.337	4.08706859095635e-88	8	Psmb8
Rpl10.1	1.49198082300028e-89	0.280769038144176	0.884	0.693	2.87713581907374e-85	8	Rpl10
Psme1.1	1.14117731426276e-88	0.250317425447915	0.583	0.34	2.20064633282431e-84	8	Psme1
Cox7a2l.1	8.4620409791225e-86	0.262974657949559	0.737	0.501	1.63181998241398e-81	8	Cox7a2l
Sparc.3	8.63269252405516e-86	-0.344343463598843	0.958	0.94	1.6647284263388e-81	8	Sparc
Fcgr3.2	2.31575741450128e-84	-0.341363461529934	0.758	0.843	4.46570659812427e-80	8	Fcgr3
Limd2.1	2.47115323723153e-81	0.253052406039668	0.62	0.384	4.76537190267728e-77	8	Limd2
Hbb-bs.7	1.22999092015189e-76	-3.19302676273991	0.943	0.965	2.3719144904209e-72	8	Hbb-bs
Ctsb.3	8.74666376456112e-75	-0.307330712383523	0.935	0.934	1.68670664035797e-70	8	Ctsb
Actg1.2	2.12550763465794e-73	0.27403132023871	0.942	0.807	4.09882892267437e-69	8	Actg1
Cfl1.1	2.74709815009575e-73	0.266906768964885	0.879	0.709	5.29750407264465e-69	8	Cfl1
Lamp1.2	2.38458647619439e-69	-0.293343120032721	0.75	0.828	4.59843656069325e-65	8	Lamp1
Ppp1r15a.3	5.14474166215591e-69	0.266084536575419	0.718	0.487	9.92111982130145e-65	8	Ppp1r15a
Hexa.1	1.18474829806877e-66	-0.308572758613303	0.742	0.811	2.28466861799582e-62	8	Hexa
Ly86.1	4.19189714255964e-66	-0.317032429363725	0.762	0.844	8.08365444971201e-62	8	Ly86
Unc93b1.1	4.81637556611959e-66	-0.285108545543072	0.764	0.83	9.28789864170503e-62	8	Unc93b1
Ctsh.3	6.60444337179528e-66	-0.295596758793437	0.688	0.793	1.273600859817e-61	8	Ctsh
H2afz.1	3.81427763235346e-63	0.295257862038057	0.702	0.519	7.35545298623041e-59	8	H2afz
Olfml3.3	4.73291398277359e-63	-0.33912597629738	0.818	0.86	9.12695132438058e-59	8	Olfml3
Ctsl.2	5.03111608936896e-63	-0.313215218444493	0.785	0.854	9.7020042667391e-59	8	Ctsl
Ftl1.4	1.93570956405847e-57	-0.304960935306081	0.987	0.989	3.73282232333035e-53	8	Ftl1
Grn.3	2.09988639628584e-57	-0.255141823489075	0.821	0.863	4.04942092659762e-53	8	Grn
Ctsa.3	7.76488468609957e-57	-0.286449327987571	0.778	0.822	1.49738036286744e-52	8	Ctsa
Gm42418.1	1.45531117695933e-56	0.293535255114835	0.932	0.829	2.80642207364837e-52	8	Gm42418
Hba-a1.7	3.39718777256027e-56	-2.95530327744379	0.419	0.579	6.55113690060523e-52	8	Hba-a1
Itgb5.1	3.98859645416907e-56	-0.271461917035987	0.757	0.815	7.69160940221963e-52	8	Itgb5
Tmem119.3	9.27239422743109e-50	-0.317132340444664	0.843	0.845	1.78808850281781e-45	8	Tmem119
Abhd12.1	1.19403322035026e-49	-0.261470182870596	0.68	0.765	2.30257366212345e-45	8	Abhd12
Hba-a2.7	6.30965594599953e-49	-2.81177236116002	0.372	0.531	1.21675405262655e-44	8	Hba-a2
P2ry12.4	1.12151299396423e-48	-0.338358420712801	0.837	0.855	2.16272565756063e-44	8	P2ry12
Selenop.1	2.07740920496925e-46	-0.258791661729976	0.84	0.859	4.0060759108627e-42	8	Selenop
Trf.1	2.80036698782637e-44	-0.263016912206697	0.648	0.734	5.40022769932437e-40	8	Trf
Basp1.2	4.24919270391131e-43	-0.257545927072256	0.679	0.766	8.19414321022256e-39	8	Basp1
Cd63.3	1.80636399475882e-41	-0.298199463871136	0.582	0.706	3.4833923274929e-37	8	Cd63
Cd9.3	6.23779737317713e-40	-0.279446014120655	0.77	0.825	1.20289684544348e-35	8	Cd9
Gpr34.3	1.23307251666839e-39	-0.286650112408526	0.705	0.771	2.37785704114332e-35	8	Gpr34
Mafb.2	1.82628223828935e-39	-0.345116046278746	0.688	0.766	3.52180266831717e-35	8	Mafb
Rnase4.2	2.30771667943757e-39	-0.256893059453057	0.675	0.742	4.45020084462741e-35	8	Rnase4
Ckb.3	5.07822241346012e-39	-0.254847775126969	0.649	0.732	9.7928441021165e-35	8	Ckb
Rhob.3	2.90386752674876e-37	-0.279900509771141	0.892	0.895	5.59981813858231e-33	8	Rhob
Tmem176b.3	4.22997427070988e-37	-0.263194362400111	0.632	0.713	8.15708238363692e-33	8	Tmem176b
Hbb-bt.7	1.34243727145836e-30	-2.60216236271483	0.346	0.462	2.58875603428031e-26	8	Hbb-bt
Apoe.5	1.89055028410102e-29	-0.517423128527754	0.839	0.89	3.64573716786041e-25	8	Apoe
Lyz2.5	9.10477659021123e-19	-0.261625642898355	0.409	0.506	1.75576511765633e-14	8	Lyz2
Fcrls.3	8.70085812632233e-17	-0.262900112955804	0.656	0.694	1.67787348108e-12	8	Fcrls
Ttr.3	5.95855097222759e-15	-0.384202719713697	0.929	0.932	1.14904696948437e-10	8	Ttr
Sgk1.3	1.08442974662734e-14	-0.269244039879238	0.534	0.595	2.09121432339617e-10	8	Sgk1
Atf3.4	0.00513763083440784	-0.274618426156406	0.696	0.655	1	8	Atf3
Dbi.1	0	2.23473556870714	0.817	0.336	0	9	Dbi
Nnat	0	1.79186722595633	0.525	0.092	0	9	Nnat
Mt3	0	1.69080268373402	0.559	0.087	0	9	Mt3
Ptn	0	1.53729000684623	0.441	0.063	0	9	Ptn
Clu	0	1.52596814763457	0.566	0.081	0	9	Clu
1500015O10Rik	0	1.34869938915743	0.399	0.065	0	9	1500015O10Rik
Meg3	0	1.22946953587444	0.366	0.022	0	9	Meg3
Rarres2	0	1.20739935869244	0.438	0.05	0	9	Rarres2
Gsn	0	1.20644635319372	0.428	0.039	0	9	Gsn
Chchd10	0	1.15298978730062	0.483	0.073	0	9	Chchd10
Zbtb20.1	0	0.999199338616148	0.81	0.26	0	9	Zbtb20
Atp1a2	0	0.998153432836393	0.471	0.055	0	9	Atp1a2
Sparcl1	0	0.924723457181446	0.541	0.083	0	9	Sparcl1
Tmem212	0	0.914447519602989	0.296	0.029	0	9	Tmem212
Tubb4b	0	0.912258257202298	0.487	0.097	0	9	Tubb4b
Ifitm3	0	0.901659119433766	0.535	0.146	0	9	Ifitm3
Pltp	0	0.881966163740139	0.441	0.071	0	9	Pltp
Scd2	0	0.872237026662406	0.67	0.132	0	9	Scd2
Mt2	0	0.829104957179063	0.478	0.1	0	9	Mt2
Cpe	0	0.822825940831627	0.447	0.032	0	9	Cpe
Vim.1	0	0.76075580829769	0.492	0.102	0	9	Vim
Ccdc153	0	0.739091173129509	0.27	0.02	0	9	Ccdc153
Cryab	0	0.716126017323908	0.374	0.059	0	9	Cryab
Prdx6.1	0	0.714229172339757	0.583	0.144	0	9	Prdx6
Prnp	0	0.711569690051707	0.609	0.043	0	9	Prnp
Gstm1	0	0.697615651759098	0.532	0.054	0	9	Gstm1
Timp3	0	0.680411519803935	0.441	0.033	0	9	Timp3
Ntrk2	0	0.679107478270462	0.457	0.016	0	9	Ntrk2
Plpp3	0	0.649214886884368	0.382	0.029	0	9	Plpp3
Syne1	0	0.63998037071892	0.361	0.021	0	9	Syne1
Aldoc	0	0.628237152957966	0.322	0.04	0	9	Aldoc
S100a6.1	0	0.616897952300084	0.373	0.048	0	9	S100a6
Gpm6b	0	0.603206088214817	0.466	0.049	0	9	Gpm6b
Fxyd1	0	0.597551258161923	0.424	0.024	0	9	Fxyd1
Cnn3	0	0.574017579635657	0.482	0.024	0	9	Cnn3
Ndrg2	0	0.561356044615342	0.499	0.033	0	9	Ndrg2
Gpr37l1	0	0.557628546502173	0.349	0.021	0	9	Gpr37l1
Nedd4	0	0.539416447806185	0.523	0.03	0	9	Nedd4
Tm4sf1	0	0.532991015018745	0.33	0.044	0	9	Tm4sf1
Ncam1	0	0.529107352817926	0.364	0.006	0	9	Ncam1
Fam213a	0	0.516801965696064	0.425	0.058	0	9	Fam213a
Rsph1	0	0.514646860308912	0.278	0.013	0	9	Rsph1
1110017D15Rik	0	0.51055950369061	0.269	0.015	0	9	1110017D15Rik
